Country,Date,Cumulative_cases,Cumulative_deaths,New_cases,New_deaths
Liberia,11/16/2015,10666,4806,,
Mali,11/16/2015,8,6,,
Nigeria,11/16/2015,20,8,,
Senegal,11/16/2015,1,0,,
Sierra Leone,11/16/2015,14122,3955,,
Spain,11/16/2015,1,0,,
United Kingdom,11/16/2015,1,0,,
United States of America,11/16/2015,4,1,,
Guinea,11/17/2015,3804,2536,,
Italy,11/17/2015,1,0,,
Liberia,11/17/2015,10666,4806,,
Mali,11/17/2015,8,6,,
Nigeria,11/17/2015,20,8,,
Senegal,11/17/2015,1,0,,
Sierra Leone,11/17/2015,14122,3955,,
Spain,11/17/2015,1,0,,
United Kingdom,11/17/2015,1,0,,
United States of America,11/17/2015,4,1,,
Guinea,11/20/2015,3804,2536,,
Italy,11/20/2015,1,0,,
Liberia,11/20/2015,10666,4806,,
Mali,11/20/2015,8,6,,
Nigeria,11/20/2015,20,8,,
Senegal,11/20/2015,1,0,,
Sierra Leone,11/20/2015,14122,3955,,
Spain,11/20/2015,1,0,,
United Kingdom,11/20/2015,1,0,,
United States of America,11/20/2015,4,1,,
Guinea,11/24/2015,3804,2536,,
Italy,11/24/2015,1,0,,
Liberia,11/24/2015,10666,4806,,
Mali,11/24/2015,8,6,,
Nigeria,11/24/2015,20,8,,
Senegal,11/24/2015,1,0,,
Sierra Leone,11/24/2015,14122,3955,,
Spain,11/24/2015,1,0,,
United Kingdom,11/24/2015,1,0,,
United States of America,11/24/2015,4,1,,
Guinea,11/26/2015,3804,2536,,
Italy,11/26/2015,1,0,,
Liberia,11/26/2015,10666,4806,,
Mali,11/26/2015,8,6,,
Nigeria,11/26/2015,20,8,,
Senegal,11/26/2015,1,0,,
Sierra Leone,11/26/2015,14122,3955,,
Spain,11/26/2015,1,0,,
United Kingdom,11/26/2015,1,0,,
United States of America,11/26/2015,4,1,,
Guinea,12/1/2015,3804,2536,,
Italy,12/1/2015,1,0,,
Liberia,12/1/2015,10666,4806,,
Mali,12/1/2015,8,6,,
Nigeria,12/1/2015,20,8,,
Senegal,12/1/2015,1,0,,
Sierra Leone,12/1/2015,14122,3955,,
Spain,12/1/2015,1,0,,
United Kingdom,12/1/2015,1,0,,
United States of America,12/1/2015,4,1,,
Guinea,12/2/2015,3804,2536,,
Italy,12/2/2015,1,0,,
Liberia,12/2/2015,10666,4806,,
Mali,12/2/2015,8,6,,
Nigeria,12/2/2015,20,8,,
Senegal,12/2/2015,1,0,,
Sierra Leone,12/2/2015,14122,3955,,
Spain,12/2/2015,1,0,,
United Kingdom,12/2/2015,1,0,,
United States of America,12/2/2015,4,1,,
Guinea,12/3/2015,3805,2536,,
Italy,12/3/2015,1,0,,
Liberia,12/3/2015,10666,4806,,
Mali,12/3/2015,8,6,,
Nigeria,12/3/2015,20,8,,
Senegal,12/3/2015,1,0,,
Sierra Leone,12/3/2015,14122,3955,,
Spain,12/3/2015,1,0,,
United Kingdom,12/3/2015,1,0,,
United States of America,12/3/2015,4,1,,
Guinea,12/9/2015,3804,2536,,
Italy,12/9/2015,1,0,,
Liberia,12/9/2015,10666,4806,,
Mali,12/9/2015,8,6,,
Nigeria,12/9/2015,20,8,,
Senegal,12/9/2015,1,0,,
Sierra Leone,12/9/2015,14122,3955,,
Spain,12/9/2015,1,0,,
United Kingdom,12/9/2015,1,0,,
United States of America,12/9/2015,4,1,,
Guinea,12/10/2015,3804,2536,,
Italy,12/10/2015,1,0,,
Liberia,12/10/2015,10666,4806,,
Mali,12/10/2015,8,6,,
Nigeria,12/10/2015,20,8,,
Senegal,12/10/2015,1,0,,
Sierra Leone,12/10/2015,14122,3955,,
Spain,12/10/2015,1,0,,
United Kingdom,12/10/2015,1,0,,
United States of America,12/10/2015,4,1,,
Guinea,12/11/2015,3804,2536,,
Italy,12/11/2015,1,0,,
Liberia,12/11/2015,10666,4806,,
Mali,12/11/2015,8,6,,
Nigeria,12/11/2015,20,8,,
Senegal,12/11/2015,1,0,,
Sierra Leone,12/11/2015,14122,3955,,
Spain,12/11/2015,1,0,,
United Kingdom,12/11/2015,1,0,,
United States of America,12/11/2015,4,1,,
Guinea,12/15/2015,3807,2536,,
Italy,12/15/2015,1,0,,
Liberia,12/15/2015,10666,4806,,
Mali,12/15/2015,8,6,,
Nigeria,12/15/2015,20,8,,
Senegal,12/15/2015,1,0,,
Sierra Leone,12/15/2015,14122,3955,,
Spain,12/15/2015,1,0,,
United Kingdom,12/15/2015,1,0,,
United States of America,12/15/2015,4,1,,
Guinea,12/16/2015,3807,2536,,
Italy,12/16/2015,1,0,,
Liberia,12/16/2015,10666,4806,,
Mali,12/16/2015,8,6,,
Nigeria,12/16/2015,20,8,,
Senegal,12/16/2015,1,0,,
Sierra Leone,12/16/2015,14122,3955,,
Spain,12/16/2015,1,0,,
United Kingdom,12/16/2015,1,0,,
United States of America,12/16/2015,4,1,,
Guinea,12/17/2015,3805,2536,,
Italy,12/17/2015,1,0,,
Liberia,12/17/2015,10666,4806,,
Mali,12/17/2015,8,6,,
Nigeria,12/17/2015,20,8,,
Senegal,12/17/2015,1,0,,
Sierra Leone,12/17/2015,14122,3955,,
Spain,12/17/2015,1,0,,
United Kingdom,12/17/2015,1,0,,
United States of America,12/17/2015,4,1,,
Guinea,12/22/2015,3804,2536,,
Italy,12/22/2015,1,0,,
Liberia,12/22/2015,10666,4806,,
Mali,12/22/2015,8,6,,
Nigeria,12/22/2015,20,8,,
Senegal,12/22/2015,1,0,,
Sierra Leone,12/22/2015,14122,3955,,
Spain,12/22/2015,1,0,,
United Kingdom,12/22/2015,1,0,,
United States of America,12/22/2015,4,1,,
Guinea,12/23/2015,3804,2536,,
Italy,12/23/2015,1,0,,
Liberia,12/23/2015,10666,4806,,
Mali,12/23/2015,8,6,,
Nigeria,12/23/2015,20,8,,
Senegal,12/23/2015,1,0,,
Sierra Leone,12/23/2015,14122,3955,,
Spain,12/23/2015,1,0,,
United Kingdom,12/23/2015,1,0,,
United States of America,12/23/2015,4,1,,
Guinea,12/29/2015,3804,2536,,
Italy,12/29/2015,1,0,,
Liberia,12/29/2015,10666,4806,,
Mali,12/29/2015,8,6,,
Nigeria,12/29/2015,20,8,,
Senegal,12/29/2015,1,0,,
Sierra Leone,12/29/2015,14122,3955,,
Spain,12/29/2015,1,0,,
United Kingdom,12/29/2015,1,0,,
United States of America,12/29/2015,4,1,,
Guinea,3/23/2016,3804,2536,,
Italy,3/23/2016,1,0,,
Liberia,3/23/2016,10666,4806,,
Mali,3/23/2016,8,6,,
Nigeria,3/23/2016,20,8,,
Senegal,3/23/2016,1,0,,
Sierra Leone,3/23/2016,14122,3955,,
Spain,3/23/2016,1,0,,
United Kingdom,3/23/2016,1,0,,
United States of America,3/23/2016,4,1,,
